"","p.values.getdata.....left.out._p.values","p.values.getdata.....left.out..1_p.values","p.values.getdata.....left.out._adjusted.p.values","p.values.getdata.....left.out..1_adjusted.p.values","p.values.getdata.....left.out._q.values","p.values.getdata.....left.out..1_q.values","post.hoc.0.17.1","post.hoc.0.17.6","post.hoc.1.6","post.hoc.0.17.24","post.hoc.1.24","post.hoc.6.24"
"X299",0.00247667968499806,0.00996863573211721,0.00996863573211721,0.0401237588217718,0.00482564087069687,0.0282336347786738,0.0684882936788644,1,0.0788026777582301,1,0.00186996111479425,1
"X84721",0.508052085085024,0.675372289565185,0.675372289565185,0.894937766419711,0.32720126448348,0.618437028404827,1,1,1,1,1,0.871595091531219
"X46292",0.00272114276915655,0.0108173823662767,0.0108173823662767,0.0430024336042109,0.00524941352978321,0.0303541406195015,1,1,1,0.0171216125593636,0.0271695559205599,0.0381504878099427
"X84566",3.04742126169556e-11,4.26638976637379e-10,4.26638976637379e-10,5.91915187479468e-09,1.99508659136609e-10,4.00111833398907e-09,1,1,1,6.56515416653638e-07,9.8131506048946e-08,8.05946317294636e-09
"X1912",0.249838762469817,0.465395500335752,0.465395500335752,0.834568550864538,0.216407357827139,0.527607636645647,1,1,0.828746863549515,1,1,0.298781543254055
"X4945",0.786098875251591,0.903296415610469,0.903296415610469,0.973932965619026,0.425658529875608,0.684322062589494,1,1,1,1,1,1
"X1029",0.517740376749889,0.681289541827815,0.681289541827815,0.895409112116556,0.330406187372638,0.620493353227681,1,1,1,1,1,0.833721523064905
"X127730",0.011451757971804,0.0396501727625901,0.0396501727625901,0.137283393866172,0.0191851399316953,0.0955254286568617,1,0.0820188776165137,0.00527355477378719,1,1,0.11560541219477
"X2439",8.77700128723367e-07,6.14390090106357e-06,6.14390090106357e-06,4.3007306307445e-05,2.97223567633742e-06,3.02295358337409e-05,1,1,1,9.46543954577976e-06,1.25848365466991e-05,8.07880511617721e-06
"X46128",0.411803355866303,0.608260002701604,0.608260002701604,0.893905412752714,0.291874794877636,0.593452841828502,1,1,1,0.775142448214476,1,1
"X4746",6.93876269142638e-18,1.71867814356869e-16,1.71867814356869e-16,4.2570335556086e-15,8.34032855149739e-17,3.00491354415407e-15,1,1,1,1.99221237429334e-15,1.13810892143342e-17,2.13341110283415e-15
"X2810",0.00116240245039955,0.00505802147336022,0.00505802147336022,0.0220092285732701,0.00241415521043332,0.0152474602611524,1,0.749952595703776,1,0.00153584785301153,0.00718421366053121,0.145168529644485
"X41805",0.850180397448636,0.913800785248399,0.913800785248399,0.973932965619026,0.444919277052089,0.686814372669647,1,1,1,1,1,1
"X17651",0.338431183811609,0.541633979000762,0.541633979000762,0.86255436371793,0.260980292012097,0.565188291573885,1,1,1,1,1,0.37737182229224
"X84207",0.0481276487288389,0.125992706428343,0.125992706428343,0.329834564796149,0.060930663262795,0.23237668127764,1,0.539156976485698,1,1,1,0.454691955260989
"X1760",0.000412571157421647,0.00192533206796769,0.00192533206796769,0.00898488298384921,0.000932236434414181,0.00632103116967986,0.0711047277732637,0.0222857405678312,1,9.32502147727193e-05,0.254650992092549,0.622571276031925
"X31359",0.977732120599188,0.986927093520183,0.986927093520183,0.995671324403562,0.479652863914876,0.703130855840411,1,1,1,1,1,1
"X111263",0.000240803529419569,0.00117482934050153,0.00117482934050153,0.00571015741744182,0.000562566143679014,0.00398852790753482,0.0993139504966366,0.0354666034977094,1,1,0.00780286105881342,0.00227996156994448
"X42529",0.529167750591137,0.6909929169859,0.6909929169859,0.900808580038298,0.334970003736222,0.623817853813811,1,1,1,1,1,1
"X10962",0.011308376145003,0.0395793165075106,0.0395793165075106,0.137283393866172,0.0189859572077573,0.09538787347956,1,0.0327199513942426,0.248405823974043,1,1,0.0634028899386094
"X41808",0.0245396065363764,0.0738481617262916,0.0738481617262916,0.222234654914635,0.0353538522828176,0.154036505734686,0.898856806026604,1,1,0.0404676806336745,1,0.179854064435126
"X47170",0.255208195157489,0.466529003588872,0.466529003588872,0.834568550864538,0.219419295040776,0.528213893708218,1,1,1,0.709238324480239,0.434510499636638,0.403296215368342
"X443",0.358221780310808,0.562560974804283,0.562560974804283,0.867678501027193,0.269632801213378,0.574480388322007,0.854672223452474,0.521823335867483,1,1,1,1
"X4983",0.472061086764598,0.660427675340365,0.660427675340365,0.894937766419711,0.31477351755033,0.613142985807433,1,1,1,1,1,1
"X103828",0.319214841999025,0.524424383284113,0.524424383284113,0.861554343966757,0.252163073996628,0.557237157255721,1,0.854066847026267,1,1,1,1
"X21665",0.38373049757036,0.577388879521757,0.577388879521757,0.868781398158906,0.280192831637062,0.580827529301965,1,1,1,1,1,0.457223946766066
"X120668",0.795076066459813,0.903296415610469,0.903296415610469,0.973932965619026,0.428436891876339,0.684322062589494,1,1,1,1,1,1
"X46365",1.79570178114848e-21,6.42462192810899e-20,6.42462192810899e-20,2.29858695650122e-18,3.11771333685098e-20,1.62250425978118e-18,0.212099048626793,1,0.0103171713729452,3.90168133247701e-19,1.60970988649115e-22,2.83112641413519e-17
"X112482",2.90585354922397e-05,0.000170124516881839,0.000170124516881839,0.000996001717017314,8.23212749133054e-05,0.000698640961784324,0.0952089786892789,0.0558343421615088,1,1.09081373747996e-05,0.0457996366757156,0.0788495628991947
"X479",0.212942130025839,0.43124129476931,0.43124129476931,0.834568550864538,0.194427715445551,0.508579951730828,0.83268126965331,1,0.793921637598224,1,0.145553250856605,1
"X657",0.806078572967032,0.903296415610469,0.903296415610469,0.973932965619026,0.431805626055061,0.684322062589494,1,1,1,1,1,1
"X42446",0.586530493441532,0.739368051155281,0.739368051155281,0.927028357535022,0.357096491370017,0.63955914658454,1,1,1,1,1,1
"X2061",0.64537974477992,0.781249164733587,0.781249164733587,0.937860614875357,0.378463124615499,0.652160498904297,1,1,1,1,1,1
"X47259",6.61342850720893e-23,5.32380994830319e-21,5.32380994830319e-21,4.28566700838406e-19,2.54183338729976e-21,2.79236315661169e-19,0.0154267697164706,1,0.108913422465713,5.70293101092828e-21,1.26544075093689e-25,4.51177228540807e-22
"X4550",0.579849231029165,0.739368051155281,0.739368051155281,0.927028357535022,0.354606661311762,0.63955914658454,1,1,1,1,1,1
"X18485",2.67070227964049e-05,0.000162257761140422,0.000162257761140422,0.000985792435607849,7.62943411004713e-05,0.00066965731472638,0.17416660907527,2.96215435062855e-05,0.0481504139125689,1,1,0.00147562308919657
"X4942",0.0606902176705479,0.152673828827472,0.152673828827472,0.383536279324842,0.0729170837174367,0.268147694437152,1,1,1,0.62730702646967,0.0514927945507496,0.149776463754472
"X2262",0.598252175714455,0.746256892940413,0.746256892940413,0.927778839871864,0.361411553593826,0.641694255409517,1,1,0.972610612976152,1,1,1
"X21664",0.308695914443308,0.514497811589252,0.514497811589252,0.849581001701227,0.247152029174121,0.55251725759149,1,1,1,1,1,0.383809168149243
"X113523",0.0595613739012846,0.151013877135541,0.151013877135541,0.382885578249166,0.0718829923883289,0.266007780161994,1,1,1,0.114837289887628,1,0.153626881049918
"X469",0.803674867685894,0.903296415610469,0.903296415610469,0.973932965619026,0.431073056883138,0.684322062589494,1,1,1,1,1,1
"X1862",0.311332954095349,0.514497811589252,0.514497811589252,0.849581001701227,0.248420960777228,0.55251725759149,0.753256397798326,0.461408894685614,1,0.827547434472037,1,1
"X113535",0.702410980690394,0.831530646258481,0.831530646258481,0.973932965619026,0.398396567553635,0.666172343235251,1,1,1,1,1,1
"X4531",0.863094158017043,0.919466711741579,0.919466711741579,0.973932965619026,0.448645371766382,0.688142424674584,1,1,1,1,1,1
"X43734",0.455516892804876,0.649010794173319,0.649010794173319,0.894937766419711,0.308761013852712,0.608998579594954,1,1,1,1,1,1
"X42075",0.849258861557215,0.913800785248399,0.913800785248399,0.973932965619026,0.444651453954115,0.686814372669647,1,1,1,1,1,1
"X17250",0.622814931905261,0.766842542572674,0.766842542572674,0.937860614875357,0.370417664478319,0.647926404411916,1,1,1,1,1,1
"X592",0.211708199126202,0.43124129476931,0.43124129476931,0.834568550864538,0.193651476080632,0.508579951730828,1,0.939737841491406,1,0.357098814121297,0.687829113188045,1
"X43707",0.430478721006209,0.621847243654062,0.621847243654062,0.893905412752714,0.299273997078871,0.598771716670672,1,1,1,0.723518106664321,1,1
"X31223",0.0644529158882377,0.157226052394034,0.157226052394034,0.383536279324842,0.0762979932413845,0.273952638037559,0.216694945650138,1,0.1550131491881,1,1,0.964926409864883
"X39",0.87698762681537,0.928914525771543,0.928914525771543,0.973932965619026,0.452598687847619,0.69033205055215,1,1,1,1,1,1
"X87956",0.373031493503291,0.569270809990804,0.569270809990804,0.868745027568905,0.275841587897713,0.577376207244252,1,1,1,0.660756551852261,1,1
"X31222",1.0853469491721e-06,7.4357812262429e-06,7.4357812262429e-06,5.09430118053237e-05,3.6084044412847e-06,3.59591589199801e-05,0.945249307865735,1,1,0.0573584970007971,0.000684696863172313,0.00185377315048812
"X23635",0.236700197450165,0.446645195242611,0.446645195242611,0.834568550864538,0.208844101136428,0.517348015407557,0.775534672192724,1,0.349072936558613,1,1,1
"X1709",0.537884436135831,0.698382211434426,0.698382211434426,0.906770451943085,0.338444487940315,0.626310713442091,1,1,1,1,1,1
"X4937",0.738023311096777,0.870489033601326,0.870489033601326,0.973932965619026,0.410307621849986,0.676276126874344,1,1,1,1,1,1
"X6330",0.00984427390330813,0.0356163617625305,0.0356163617625305,0.128859196489155,0.016901565242073,0.0875391883053887,1,0.00696994986684457,0.117927697920111,1,1,0.0412975104665835
"X31460",0.53004736178732,0.6909929169859,0.6909929169859,0.900808580038298,0.335322118104869,0.623817853813811,1,1,1,1,1,1
"X21763",0.461328300846545,0.651817930678668,0.651817930678668,0.894937766419711,0.310895510519371,0.610025800306264,0.609703038938923,1,1,1,1,1
"X18266",0.00193707337435826,0.00799663623773537,0.00799663623773537,0.0330117547250101,0.0038595325092532,0.0231505589627337,1,1,1,0.245308059934692,0.0120872747759548,0.00528776842343582
"X1925",0.839158420590475,0.913800785248399,0.913800785248399,0.973932965619026,0.441698964209196,0.686814372669647,1,1,1,1,1,1
"X1870",0.846999957840352,0.913800785248399,0.913800785248399,0.973932965619026,0.443993861325797,0.686814372669647,1,1,1,1,1,1
"X105450",0.0251840032389451,0.0750856392864843,0.0750856392864843,0.22326444078334,0.0360715465586542,0.155905643310555,1,1,1,0.0215051543811504,0.416366072831858,0.117316519205174
"X95550",0.659102744988162,0.786404863404803,0.786404863404803,0.937860614875357,0.383246791787813,0.65365111649811,1,1,1,1,1,1
"X21511",0.788545156063656,0.903296415610469,0.903296415610469,0.973932965619026,0.426418306200989,0.684322062589494,1,1,1,1,1,1
"X51865",0.250041681857407,0.465395500335752,0.465395500335752,0.834568550864538,0.216522001601989,0.527607636645647,1,1,0.464270998597394,1,1,1
"X5576",0.848475772248442,0.913800785248399,0.913800785248399,0.973932965619026,0.44442366394938,0.686814372669647,1,1,1,1,1,1
"X46377",0.291680524641525,0.504952306099844,0.504952306099844,0.849581001701227,0.238752764100347,0.547882655906901,1,1,0.878112354811417,1,0.481037562701786,1
"X16879",0.629643790304526,0.769360618550249,0.769360618550249,0.937860614875357,0.372876497886212,0.648673882981604,1,1,1,1,1,1
"X1064",0.296945749652366,0.505907583229375,0.505907583229375,0.849581001701227,0.241391696315289,0.548350787369135,1,0.441334507768131,0.503990842791401,1,1,0.844876171137559
"X31563",0.865212464775461,0.919466711741579,0.919466711741579,0.973932965619026,0.449251810517706,0.688142424674584,1,1,1,1,1,1
"X1913",0.851367191225216,0.913800785248399,0.913800785248399,0.973932965619026,0.4452638109,0.686814372669647,1,1,1,1,1,1
"X46341",0.235435848362378,0.446645195242611,0.446645195242611,0.834568550864538,0.208101393140888,0.517348015407557,1,1,0.289881146477947,1,1,1
"X119050",0.394786469333347,0.591261595931804,0.591261595931804,0.883673998257333,0.284876803083237,0.586596710947232,1,1,1,0.936395374985241,0.817136776869217,1
"X31285",0.229026331581581,0.446645195242611,0.446645195242611,0.834568550864538,0.204294901268954,0.517348015407557,1,0.962922430404464,0.354206611917679,1,1,0.514978343022361
"X18082",0.600250109539028,0.746256892940413,0.746256892940413,0.927778839871864,0.362140386449495,0.641694255409517,1,1,1,1,1,0.974498205096303
"X41811",0.306239160009571,0.514497811589252,0.514497811589252,0.849581001701227,0.24596208224208,0.55251725759149,1,0.986433556738338,1,1,1,1
"X5259",0.0439433577754176,0.11791467669737,0.11791467669737,0.316404382471277,0.0567270467416639,0.22108840050521,1,1,0.270410347212482,0.398641020980624,1,0.0557588828902159
"X61",0.0194362336778456,0.0607618179054977,0.0607618179054977,0.189954421024954,0.0293595257105476,0.133172358371885,1,0.233060448558819,0.165920208675552,0.388071503302692,0.282775919855178,1
"X1941",0.361646340945611,0.562560974804283,0.562560974804283,0.867678501027193,0.271088183949204,0.574480388322007,1,1,1,1,1,1
"X34049",0.0297980609570321,0.084911288744817,0.084911288744817,0.241959601556027,0.041205390812287,0.170792096035025,0.231105204900395,0.140080242433073,1,1,1,1
"X49400",0.639579529902951,0.777149466523586,0.777149466523586,0.937860614875357,0.376416657176444,0.650966003336232,1,1,1,1,1,1
"X3258",0.968572084465212,0.983849246680751,0.983849246680751,0.995671324403562,0.4773040235434,0.70247845199123,1,1,1,1,1,1
"X11481",0.00740707108296712,0.0277334521943653,0.0277334521943653,0.10383920472774,0.0132145610308173,0.0709635313575839,1,1,1,0.0275143592109466,0.0221676890504444,0.0187136066723271
"X47",0.501612978348921,0.675372289565185,0.675372289565185,0.894937766419711,0.325040572027626,0.618437028404827,1,1,1,1,1,0.698764597159786
"X48620",0.288494614022681,0.502136571434071,0.502136571434071,0.849581001701227,0.237138169754025,0.546497148210843,1,1,1,1,1,0.403829990081165
"X124996",0.0376053745572008,0.104553168142728,0.104553168142728,0.290225173637573,0.0500353253865899,0.201571016841947,1,1,1,0.0878030867640393,0.857677223947116,0.0683578688895899
"X84223",0.235904523642485,0.446645195242611,0.446645195242611,0.834568550864538,0.20837701464437,0.517348015407557,1,1,1,0.362891597267673,0.896856608026559,0.403135400160343
"X1873",0.270396601449359,0.478393987179635,0.478393987179635,0.8463893619332,0.227702216531337,0.534467752682488,1,0.348561655460949,1,1,1,1
"X34055",0.658006248546387,0.786404863404803,0.786404863404803,0.937860614875357,0.382867538459271,0.65365111649811,1,1,1,1,1,1
"X34081",0.475836089065108,0.660427675340365,0.660427675340365,0.894937766419711,0.316118142101397,0.613142985807433,1,1,1,1,1,1
"X3228",0.89656883979081,0.940375134894596,0.940375134894596,0.973932965619026,0.458075129913154,0.692947239008512,1,1,1,1,1,1
"X129855",0.43156964263003,0.621847243654062,0.621847243654062,0.893905412752714,0.299697478960826,0.598771716670672,0.600206502050893,1,1,1,1,1
"X46369",0.826037288109453,0.91370558318734,0.91370558318734,0.973932965619026,0.437816280541003,0.686791961367099,1,1,1,1,1,1
"X3122",0.12988206532132,0.284503571656225,0.284503571656225,0.623198299818399,0.135037095678022,0.405741344301026,1,0.41785180824349,1,0.406643604670679,1,1
"X2260",0.0376651164737778,0.104553168142728,0.104553168142728,0.290225173637573,0.0501003189209868,0.201571016841947,0.247236162991624,1,1,1,0.0733581456973352,1
"X109923",0.893360332734065,0.940071984118853,0.940071984118853,0.973932965619026,0.457185298624073,0.692878632115985,1,1,1,1,1,1
"X17068",0.0855640958610806,0.198213229260921,0.198213229260921,0.459170214546881,0.0960695497095,0.322348204301802,1,1,0.85036291525232,0.744019585657151,0.0581385429540749,1
"X1173",0.842040761783425,0.913800785248399,0.913800785248399,0.973932965619026,0.442544706127624,0.686814372669647,1,1,1,1,1,1
"X5483",0.26025830034607,0.466529003588872,0.466529003588872,0.834568550864538,0.222211632707455,0.528213893708218,1,1,1,1,0.342130666862566,1
"X88502",0.430877630139049,0.621847243654062,0.621847243654062,0.893905412752714,0.299428958258532,0.598771716670672,1,1,1,1,1,0.605666298703667
"X3105",0.864537355420936,0.919466711741579,0.919466711741579,0.973932965619026,0.449058681941876,0.688142424674584,1,1,1,1,1,1
"X18386",0.569802543523924,0.730981749062563,0.730981749062563,0.927028357535022,0.35082049526268,0.6369253241362,1,1,1,1,1,1
"X6491",0.288195218242864,0.502136571434071,0.502136571434071,0.849581001701227,0.236985739918147,0.546497148210843,0.513927869874294,1,1,1,0.620392567793178,1
"X120464",4.62679703392353e-15,8.76369791131398e-14,8.76369791131398e-14,1.65994748673124e-12,4.25281022976533e-14,1.171707626991e-12,1,3.9853316271357e-09,3.88829785494308e-07,1.33010862382291e-14,1.30455569230945e-12,0.0202302231036646
"X104303",0.0629360280819565,0.156733419287635,0.156733419287635,0.383536279324842,0.0749470648657549,0.273328885295107,1,0.270027845703805,0.20641389758117,0.687166174945088,0.545226292575515,1
"X13146",0.02979121297839,0.084911288744817,0.084911288744817,0.241959601556027,0.0411979492387071,0.170792096035025,1,1,0.396636075809994,0.820621066237965,1,0.0369031314243763
"X4577",0.505149639907948,0.675372289565185,0.675372289565185,0.894937766419711,0.326230604332644,0.618437028404827,1,1,1,1,1,1
"X12762",0.0104921407776544,0.0371260365978539,0.0371260365978539,0.131369052577022,0.0178354231854484,0.0905655495980755,1,0.464132368315206,0.0224453682800132,1,0.0768955064699855,1
"X5396",0.222543329928932,0.442339211340223,0.442339211340223,0.834568550864538,0.200372988349139,0.514928668584409,0.636369624035038,0.347452014310975,1,0.749051261188475,1,1
"X107054",0.365247528571191,0.563182629548706,0.563182629548706,0.867678501027193,0.272605741200514,0.574750347952551,1,1,1,0.460032559564085,1,1
"X66261",7.91188851232133e-09,7.27893743133563e-08,7.27893743133563e-08,6.69662243682878e-07,3.4600825839283e-08,4.62269331088342e-07,0.0597782115338418,4.65831696219298e-08,0.00118099008555355,1,0.10083625239983,1.05719434584861e-07
"X103870",0.0726270279440613,0.172664835706574,0.172664835706574,0.408809390422917,0.0835325794546548,0.292972201200718,0.665922561669884,1,1,1,0.085226919647269,1
"X2040",0.617141309322793,0.764305775392074,0.764305775392074,0.937860614875357,0.368358658446169,0.647170154381183,1,1,1,1,1,1
"X7408",0.649333918145017,0.78309184135841,0.78309184135841,0.937860614875357,0.379849835864591,0.652694725407718,1,1,1,1,1,1
"X107094",0.587820562409168,0.739368051155281,0.739368051155281,0.927028357535022,0.357574696582357,0.63955914658454,1,1,1,1,1,1
"X107058",0.810722559352253,0.903296415610469,0.903296415610469,0.973932965619026,0.433215628040728,0.684322062589494,1,1,1,1,1,1
"X107197",0.365544004893415,0.563182629548706,0.563182629548706,0.867678501027193,0.272730094190966,0.574750347952551,0.61097071573212,0.936000939027647,1,1,1,1
"X17287",0.443710571898365,0.634999129561215,0.634999129561215,0.894937766419711,0.30434740173108,0.603789268091003,1,1,1,1,0.793460669954078,1
"X31962",0.23719356641766,0.446645195242611,0.446645195242611,0.834568550864538,0.20913319615067,0.517348015407557,0.526653829727272,1,0.795495782846063,1,0.317066697054884,1
"X21827",0.691054211694451,0.821105004301155,0.821105004301155,0.973932965619026,0.394496286540714,0.663360597193028,1,1,1,1,1,1
